Flight ID,Aircraft Type,Departure Airport,Arrival Airport,Distance (km),Duration (hours),Cruising Altitude (ft),Wind Speed (km/h),Temperature (°C),SAF Percentage,Jet A-1 Percentage,Fuel Consumption (liters),Passenger Load,Cargo Load (kg),CO2 Emissions (kg)
F0640,Boeing 777,EIN,GVA,3672,4.32,36710,57,21,0.03245649725568609,0.9675435027443139,31757,222,1466,94322.25
F0641,Airbus A320,BER,VLC,1940,2.74,40543,17,30,0.0,1.0,6625,51,6246,18194.72
F0642,Airbus A320,NCE,DUS,5733,7.35,40556,83,8,0.005915580270615806,0.9940844197293842,12310,86,5070,35022.8
F0643,Boeing 787,FAO,INN,10518,13.09,32560,29,-4,0.054364913011181605,0.9456350869888184,32678,315,7226,101932.64
F0644,Boeing 777,FCO,FRA,6423,9.33,34901,107,-11,0.09559593097749444,0.9044040690225056,21577,178,2686,54902.64
F0645,Boeing 787,PMI,BCN,4557,6.28,40218,45,-6,0.0373290118890239,0.9626709881109761,34767,155,8465,108682.3
F0646,Airbus A350,STN,CPH,1378,1.63,36535,25,-13,0.06333649171283481,0.9366635082871652,17799,78,10526,50509.76
F0647,Boeing 737,NAP,ZRH,1030,1.49,34473,108,28,0.030002433875871228,0.9699975661241288,7072,123,3485,17672.78
F0648,Boeing 777,ANR,EDI,9131,13.12,31910,14,-1,0.07524966078709175,0.9247503392129083,34303,314,4458,94620.3
F0649,Boeing 777,TLS,NCE,6064,7.74,37872,115,2,0.0,1.0,26955,349,6136,75956.61
F0650,Boeing 787,SZG,STN,4999,7.31,30296,98,-9,0.0,1.0,7377,142,6461,18489.16
F0651,Boeing 737,BSL,PMI,6170,8.73,35305,99,-3,0.0,1.0,28762,350,9983,79024.64
F0652,Airbus A350,BLQ,BLQ,942,1.12,34147,54,38,0.05938845912708127,0.9406115408729188,24843,175,4621,67938.86
F0653,Boeing 737,NCE,AMS,10307,15.9,40582,118,20,0.049333527720964665,0.9506664722790353,16292,303,772,49813.98
F0654,Boeing 787,EIN,VLC,11235,12.56,37350,62,20,0.06491866792371209,0.9350813320762879,26919,62,1710,81823.09
F0655,Airbus A320,CDG,TLS,2112,2.66,39781,54,13,0.04089309491672049,0.9591069050832796,32452,68,3078,98656.56
F0656,Airbus A350,MUC,FRA,5218,6.28,30854,115,-1,0.0,1.0,32160,69,8799,91679.99
F0657,Airbus A350,NCE,VLC,9716,11.99,38230,32,12,0.02827226280628913,0.9717277371937109,15367,117,5977,46286.53
F0658,Boeing 777,BRU,OPO,1594,1.83,36073,29,-2,0.0,1.0,7996,329,11616,21485.4
F0659,Boeing 777,GVA,VCE,2469,3.56,33988,107,27,0.0,1.0,12078,51,5458,38135.25
F0660,Boeing 777,DUS,FRA,10918,13.33,31735,45,-3,0.09436694316550417,0.9056330568344958,17184,219,2326,48870.55
F0661,Boeing 777,FRA,VIE,8565,12.61,39304,34,23,0.04336591034653712,0.9566340896534629,34194,260,6650,87884.15
F0662,Boeing 787,HAM,ORY,9494,11.34,30884,54,28,0.06224887596231165,0.9377511240376883,27066,189,10099,69865.95
F0663,Boeing 737,MAD,ARN,6414,10.3,38061,108,13,0.06381436022087983,0.9361856397791202,21364,338,6357,56748.47
F0664,Airbus A320,STN,ZRH,4024,4.96,30646,95,-3,0.07361043374994651,0.9263895662500535,40248,258,8779,115292.38
F0665,Boeing 777,ZRH,BLQ,3010,3.75,40511,111,36,0.09941279589417157,0.9005872041058285,33948,183,7147,94602.13
F0666,Boeing 787,GVA,BCN,4812,6.56,38213,1,20,0.0,1.0,18875,281,8952,55663.86
F0667,Airbus A350,INN,FRA,6482,8.33,37813,68,-12,0.04335083299637365,0.9566491670036263,26370,282,6759,65965.0
F0668,Airbus A350,ZRH,OPO,10912,15.27,37717,84,-12,0.0,1.0,32494,52,5963,98020.78
F0669,Boeing 787,CPH,FAO,11806,17.86,35773,30,14,0.039813137238519807,0.9601868627614802,15869,330,4502,42256.26
F0670,Airbus A350,FAO,SZG,5684,7.18,36902,86,-1,0.0,1.0,17017,55,11807,51078.73
F0671,Boeing 787,MXP,BCN,11826,13.9,32493,102,6,0.0,1.0,6541,141,9613,16982.35
F0672,Boeing 787,BLQ,STN,2001,3.17,37452,115,20,0.09886696534112516,0.9011330346588748,20721,120,5257,62595.86
F0673,Airbus A350,SZG,CDG,6593,8.3,31475,101,28,0.04297371240808742,0.9570262875919126,6307,91,2659,19139.51
F0674,Boeing 737,MXP,FAO,1483,1.92,38490,74,2,0.04759040475584515,0.9524095952441548,12636,88,4857,35616.0
F0675,Boeing 737,AGP,GVA,3779,6.11,33837,107,36,0.0,1.0,26702,103,8044,72343.25
F0676,Airbus A320,LYS,CPH,1838,3.05,33172,120,12,0.023112053517189503,0.9768879464828105,29367,327,5658,85091.54
F0677,Boeing 777,LHR,LIS,1116,1.34,38172,54,-10,0.04726158212654982,0.9527384178734501,16750,149,2696,46968.83
F0678,Boeing 737,LIS,DUS,10853,16.61,38065,77,-14,0.0042734905263584816,0.9957265094736415,11777,304,9525,37538.76
F0679,Airbus A320,BLQ,RTM,4871,6.71,34893,54,5,0.0,1.0,27741,215,7105,73908.93
F0680,Boeing 737,BRU,FRA,5783,7.77,33750,75,-9,0.09099246108431264,0.9090075389156873,18547,154,10676,51298.24
F0681,Airbus A320,MAN,VCE,6879,8.09,38003,99,-4,0.01079076581186158,0.9892092341881384,25501,172,1734,64487.31
F0682,Airbus A350,TLS,EDI,3731,4.18,37119,14,39,0.06721741591062445,0.9327825840893755,11356,175,8450,28198.99
F0683,Boeing 737,ORY,LYS,4799,7.13,36796,107,28,0.09631990205339115,0.9036800979466089,22460,336,3329,61608.17
F0684,Boeing 787,DUS,ARN,5264,6.49,39629,71,-7,0.08638525093296208,0.9136147490670379,25344,153,4336,78031.6
F0685,Airbus A350,EIN,BCN,5367,6.05,37136,60,7,0.03960790431844971,0.9603920956815503,29342,200,7976,87102.36
F0686,Airbus A350,OPO,LHR,4175,6.13,34201,76,9,0.0,1.0,6151,332,8578,19236.41
F0687,Boeing 777,ZRH,EIN,9021,11.15,30988,47,2,0.0819959244143657,0.9180040755856342,9043,141,11580,23308.77
F0688,Boeing 787,OPO,OSL,3069,4.18,31541,95,-14,0.020961324640624213,0.9790386753593758,27303,143,10914,75564.31
F0689,Boeing 777,BCN,BER,9419,15.15,31349,41,-8,0.0,1.0,27005,252,10057,69261.26
F0690,Airbus A320,PMI,MAD,9380,14.85,40940,2,-13,0.0030299712246609103,0.9969700287753391,18265,246,8380,46915.02
F0691,Boeing 787,OPO,MAN,2021,2.52,40409,63,18,0.09213597987186121,0.9078640201281388,24129,193,8353,66063.21
F0692,Boeing 787,VCE,CPH,2510,3.64,38809,108,31,0.002116239725000091,0.9978837602749999,34440,134,9400,100798.94
F0693,Boeing 777,FRA,TLS,1696,1.94,32773,92,30,0.002665540313169712,0.9973344596868303,21118,234,7364,62074.48
F0694,Boeing 737,BER,PMI,7748,10.38,30200,42,6,0.08184386100251537,0.9181561389974846,33822,258,933,97611.84
F0695,Airbus A350,HAM,ARN,3231,3.99,30647,84,32,0.06518557247358865,0.9348144275264113,20054,182,2456,54280.15
F0696,Airbus A320,BRU,EDI,4260,5.81,36777,4,12,0.01314482705109632,0.9868551729489037,12249,148,1600,30795.25
F0697,Boeing 787,NCE,AMS,4902,7.03,37527,56,14,0.09684773130675994,0.9031522686932401,16269,111,6328,40939.62
F0698,Airbus A350,LHR,ANR,4816,7.42,36562,9,-4,0.06389003137406381,0.9361099686259362,17557,164,6000,49779.98
F0699,Boeing 737,LYS,BRU,1520,1.96,31637,71,5,0.05882988485852954,0.9411701151414704,19233,96,4652,54645.67
F0700,Boeing 737,ARN,OPO,1425,1.85,31660,110,14,0.0,1.0,16388,319,6805,45939.51
F0701,Airbus A350,HEL,VLC,7358,8.73,37110,94,-6,0.036154984693183026,0.963845015306817,13636,77,4600,38733.98
F0702,Airbus A350,BSL,LIS,6104,7.44,37998,47,-1,0.0009643843430661159,0.9990356156569339,7182,325,4399,21996.86
F0703,Airbus A350,ARN,GVA,6870,11.42,36053,104,36,0.07827839067003645,0.9217216093299636,20830,131,8689,55061.53
F0704,Airbus A320,OPO,VLC,2505,2.98,37003,53,-4,0.034858494782719754,0.9651415052172803,6664,243,3766,20204.4
F0705,Airbus A320,EDI,TLS,2920,3.38,32632,0,-11,0.0,1.0,15846,117,8702,50677.37
F0706,Boeing 777,INN,INN,8893,12.59,30034,21,-6,0.08750872591493529,0.9124912740850647,29115,92,11985,82158.43
F0707,Airbus A350,ANR,NCE,675,0.76,39683,3,13,0.0719710898737048,0.9280289101262952,25884,185,5800,65322.99
F0708,Boeing 787,MXP,LHR,10666,12.31,38688,112,-11,0.06532455734418005,0.9346754426558199,33862,282,8953,102454.13
F0709,Airbus A320,FCO,AMS,1166,1.62,37320,118,40,0.026829750915605622,0.9731702490843944,11336,231,4573,33618.76
F0710,Airbus A320,BRU,FAO,2288,3.19,33111,55,1,0.0,1.0,23280,74,3660,64554.85
F0711,Airbus A350,BRU,GVA,886,1.1,38871,70,13,0.03337825810737748,0.9666217418926225,10568,266,3778,33318.47
F0712,Boeing 737,LYS,AMS,861,1.16,37456,115,14,0.01229904233634398,0.9877009576636561,25444,187,2759,69569.95
F0713,Boeing 777,LGW,GVA,775,1.27,31916,71,25,0.009935751674258432,0.9900642483257416,9142,291,6072,26535.77
F0714,Airbus A320,CPH,SZG,5017,7.05,35727,83,37,0.09810391417311944,0.9018960858268805,15736,310,11511,39215.01
F0715,Airbus A350,FRA,GVA,1452,1.72,30528,53,28,0.06300425575261479,0.9369957442473852,32991,276,5482,88667.85
F0716,Boeing 787,SZG,BSL,2340,2.85,35812,94,-15,0.09582324575103873,0.9041767542489613,32075,59,7191,85500.94
F0717,Airbus A320,NCE,ORY,6559,7.67,35531,53,-7,0.030416310100392155,0.9695836898996079,5954,174,4367,16489.85
F0718,Airbus A320,ARN,CDG,8569,9.87,31354,15,25,0.018451188875864732,0.9815488111241353,11091,112,2444,31753.77
F0719,Boeing 777,BLQ,TLS,5208,7.17,39334,72,16,0.07889117783936252,0.9211088221606375,28908,60,9654,81290.29
F0720,Airbus A350,LIS,MAN,3971,4.91,36833,19,30,0.09094800375051282,0.9090519962494872,15354,57,9990,41320.5
F0721,Boeing 737,OSL,MAN,10134,11.83,39822,18,30,0.028212745421851693,0.9717872545781483,7938,139,1680,20801.92
F0722,Airbus A350,CDG,BER,10669,15.05,30438,64,16,0.04926819129440061,0.9507318087055994,19281,74,9069,56257.19
F0723,Airbus A320,MUC,VIE,3403,5.01,38926,114,-6,0.027939544420999152,0.9720604555790009,21148,286,2849,61903.35
F0724,Boeing 787,BCN,ZRH,3670,4.68,39290,74,20,0.0086157294021311,0.9913842705978689,10258,226,7703,27163.89
F0725,Airbus A320,EIN,ORY,3053,3.47,31035,40,1,0.0,1.0,31880,127,4288,82720.25
F0726,Airbus A320,RTM,SZG,9994,13.08,39019,116,21,0.02576949569763828,0.9742305043023617,7456,245,10861,21877.22
F0727,Airbus A350,MUC,NCE,11416,13.64,38290,60,-9,0.08849099781469977,0.9115090021853003,30856,165,6320,77510.74
F0728,Boeing 737,RTM,OSL,8351,13.78,32867,53,31,0.0,1.0,19848,186,11651,54221.11
F0729,Boeing 787,CDG,MAD,2742,3.58,37308,1,-1,0.052606155637385035,0.947393844362615,11496,130,9781,33261.38
F0730,Boeing 737,FRA,ORY,11891,13.48,30880,56,-4,0.06492793447225173,0.9350720655277482,29041,274,7649,86190.08
F0731,Boeing 787,VLC,SZG,1661,2.18,31580,98,-14,0.05672075783296263,0.9432792421670374,22521,251,6602,69895.38
F0732,Airbus A320,ZRH,OSL,11287,13.35,34678,116,19,0.04755839968470325,0.9524416003152968,23241,58,3011,61036.34
F0733,Airbus A320,AMS,RTM,5195,7.15,34589,15,-4,0.01268989601692957,0.9873101039830704,34660,108,7569,103517.32
F0734,Boeing 787,MUC,HAM,11280,16.13,38727,5,19,0.09585732041572273,0.9041426795842773,9389,209,5937,27949.43
F0735,Boeing 737,EIN,BRU,6340,7.62,31005,44,20,0.06790347202502654,0.9320965279749734,8039,93,4164,24777.76
F0736,Airbus A350,HAM,VIE,9940,14.16,38738,76,36,0.0,1.0,34181,338,3938,91793.19
F0737,Boeing 787,FAO,MUC,7536,11.29,31583,47,-12,0.06562152630670076,0.9343784736932992,20711,311,7558,52865.53
F0738,Boeing 777,MUC,EIN,7728,11.28,38874,53,11,0.04069546853594577,0.9593045314640543,17361,163,10575,45207.21
F0739,Boeing 787,BSL,MXP,9444,11.06,39995,66,1,0.0,1.0,26362,213,4814,83218.04
F0740,Boeing 777,DUS,LGW,7130,10.21,40485,44,13,0.0,1.0,12544,327,10455,32209.65
F0741,Airbus A350,NAP,PMI,7150,9.69,34732,82,9,0.0,1.0,32585,164,9558,102349.14
F0742,Airbus A350,ORY,TLS,5533,6.73,31664,79,-3,0.009021743877590494,0.9909782561224095,8457,69,7898,25988.17
F0743,Boeing 737,VIE,NCE,10666,13.74,39604,73,39,0.07294711522511327,0.9270528847748867,18970,344,9512,57182.56
F0744,Airbus A350,LHR,BER,6298,10.19,33022,12,25,0.0,1.0,26148,238,10871,78315.54
F0745,Airbus A320,RTM,NAP,2824,3.61,31613,58,4,0.0540157343066915,0.9459842656933085,17212,56,4464,45731.68
F0746,Boeing 787,MAN,LHR,6834,7.99,34789,59,-13,0.009853687137122404,0.9901463128628776,34819,182,9712,91993.16
F0747,Boeing 737,FRA,LIS,11721,16.47,31035,13,25,0.02614271338321298,0.973857286616787,10064,337,5292,25900.93
F0748,Boeing 787,AMS,TLS,6352,7.26,39650,97,15,0.020436584833383887,0.9795634151666162,24998,315,4873,63148.26
F0749,Airbus A320,ORY,BER,2742,3.91,30426,100,-15,0.07390347425191726,0.9260965257480828,20686,67,5813,50992.21
F0750,Airbus A320,LIS,NAP,6040,7.28,40944,77,26,0.02011893511030013,0.9798810648896998,29269,98,9621,89587.27
F0751,Airbus A320,EDI,FRA,9980,14.0,31828,4,16,0.0,1.0,5889,295,812,16664.42
F0752,Airbus A320,AGP,MAN,2308,3.25,40563,4,-13,0.011783800607123408,0.9882161993928766,16580,237,2809,43519.6
F0753,Boeing 787,LGW,OPO,8615,12.4,35521,89,8,0.0,1.0,22879,107,875,71569.64
F0754,Airbus A350,AGP,ARN,10504,17.41,32751,59,6,0.014651359250095919,0.9853486407499041,31174,56,3656,91677.81
F0755,Boeing 737,STN,ORY,1926,2.56,34802,88,-12,0.04066460677213346,0.9593353932278665,24013,66,1504,61970.82
F0756,Airbus A350,FRA,BRU,5176,6.72,37802,2,-2,0.0,1.0,31749,103,2027,100008.9
F0757,Boeing 737,NAP,TLS,1713,2.67,37281,105,26,0.009668383542784355,0.9903316164572157,13452,68,8997,38442.61
F0758,Boeing 737,OPO,HEL,11462,15.12,36779,18,19,0.009204353346376915,0.9907956466536231,25855,256,2427,79548.79
F0759,Boeing 787,TLS,LIS,8517,9.64,38124,50,31,0.06546364790207652,0.9345363520979235,30579,185,1908,89909.55
F0760,Airbus A350,OSL,AGP,4706,7.35,36465,82,16,0.030539990642531736,0.9694600093574682,10083,190,7610,25753.73
F0761,Airbus A350,VIE,GVA,6212,8.12,31137,21,40,0.06501668308764126,0.9349833169123587,24790,72,9482,67410.98
F0762,Airbus A350,ANR,MAD,8788,13.71,39380,120,20,0.09766817414080708,0.9023318258591929,5755,54,6391,14442.02
F0763,Airbus A350,TLS,OSL,5143,6.73,34122,48,-5,0.009864347457807066,0.9901356525421929,14466,251,7246,42217.77
F0764,Boeing 787,LYS,GVA,3207,4.35,40937,18,3,0.06470294754447437,0.9352970524555256,19606,152,3455,50134.99
F0765,Boeing 787,AGP,LGW,6138,9.35,32052,11,26,0.028084826875039916,0.9719151731249601,21093,216,11495,53418.86
F0766,Boeing 787,OSL,FAO,3380,4.12,35906,94,-2,0.023210680279317032,0.976789319720683,16624,149,11105,48382.25
F0767,Boeing 737,TLS,BER,1145,1.31,35142,104,-7,0.02148010887795995,0.9785198911220401,41619,188,11395,113770.89
F0768,Boeing 777,SZG,INN,10188,15.29,40467,40,34,0.0,1.0,30316,130,8011,93740.52
F0769,Boeing 737,LGW,NAP,9905,12.25,32425,66,-13,0.051492645447234836,0.9485073545527651,12846,142,11186,38076.65
F0770,Airbus A320,ANR,HAM,6429,7.99,34124,59,-9,0.0695069437674513,0.9304930562325487,8592,211,3360,25740.95
F0771,Airbus A350,ANR,VCE,5199,7.95,39173,80,21,0.04258846292326445,0.9574115370767355,7186,161,3608,20171.25
F0772,Boeing 737,VLC,INN,8970,10.2,32496,53,-10,0.06195599793937835,0.9380440020606217,6809,130,8737,20757.15
F0773,Airbus A320,STN,BLQ,7931,12.48,34738,58,4,0.0,1.0,11116,266,2933,34330.3
F0774,Boeing 787,VCE,LYS,302,0.36,35990,101,19,0.030812803965557203,0.9691871960344428,26467,159,3271,71261.53
F0775,Boeing 737,MXP,TLS,6727,10.74,38941,33,-10,0.019121356523469357,0.9808786434765306,34523,147,5950,91276.65
F0776,Airbus A320,MXP,LGW,1759,2.43,36304,46,-15,0.031246943501087622,0.9687530564989124,5640,147,2510,17178.87
F0777,Boeing 787,MUC,RTM,1585,1.86,33594,34,10,0.0,1.0,30417,191,3659,93362.6
F0778,Boeing 737,SZG,VIE,6022,8.38,32931,39,31,0.0,1.0,5411,227,1091,16544.22
F0779,Boeing 777,SZG,MUC,4242,6.29,32564,115,9,0.09297628546685603,0.907023714533144,26146,99,6034,65147.53
F0780,Boeing 777,EDI,BRU,6848,9.65,36928,75,20,0.06607051756635819,0.9339294824336418,25165,334,11193,65005.14
F0781,Airbus A350,LHR,AGP,1496,1.94,31002,37,26,0.03308726588252019,0.9669127341174798,6667,112,6654,18940.69
F0782,Airbus A320,VCE,RTM,11939,14.56,39285,26,39,0.00019189142994748833,0.9998081085700525,33562,93,7652,90773.41
F0783,Boeing 777,ORY,AMS,866,1.04,31592,60,-15,0.05052260406184283,0.9494773959381572,24476,290,1513,73270.71
F0784,Boeing 737,LYS,ARN,7532,9.72,32941,103,12,0.0313529041580945,0.9686470958419056,29408,181,11625,72880.59
F0785,Boeing 777,LYS,OSL,7288,9.48,31643,24,3,0.017278402429125518,0.9827215975708745,9602,230,10523,30267.19
F0786,Boeing 737,ORY,VLC,7622,8.52,36707,22,30,0.06112427354486492,0.9388757264551351,27526,200,9050,84981.11
F0787,Boeing 737,NAP,VIE,3383,4.75,38290,110,18,0.0,1.0,17972,222,11762,53543.81
F0788,Boeing 777,LHR,FRA,10518,12.68,36927,118,1,0.0,1.0,11778,109,6992,31300.93
F0789,Airbus A320,BER,BLQ,4147,6.13,37983,88,40,0.051752271220648995,0.948247728779351,33648,255,9063,90155.34
F0790,Boeing 737,EIN,INN,3793,5.37,33871,7,21,0.026116628660228503,0.9738833713397715,19002,51,11555,49725.16
F0791,Boeing 787,ANR,TLS,10644,12.82,37514,93,10,0.0,1.0,13481,196,1021,34509.81
F0792,Airbus A350,OSL,CPH,11782,14.36,37642,105,14,0.0,1.0,9684,140,1623,30016.41
F0793,Boeing 737,BLQ,HAM,354,0.4,38864,70,-3,0.08667638928431892,0.913323610715681,7324,232,4887,21882.76
F0794,Boeing 787,BLQ,MAN,10633,16.93,35833,21,-8,0.07925769103082535,0.9207423089691746,31753,242,11188,77179.71
F0795,Airbus A350,NCE,TLS,1264,1.78,33704,112,33,0.05167897153500389,0.9483210284649961,22609,128,6169,67120.86
F0796,Boeing 777,VIE,CDG,5589,8.98,36627,107,-15,0.07367719216913712,0.9263228078308628,17521,96,9818,43608.99
F0797,Boeing 787,LIS,AMS,2908,4.4,35747,52,-14,0.008161247875543244,0.9918387521244567,14831,60,4674,43809.6
F0798,Boeing 787,ARN,TLS,5920,8.49,34064,6,8,0.02816850705020503,0.971831492949795,8989,117,4551,27181.91
F0799,Boeing 777,LGW,VIE,9702,10.8,30430,73,33,0.04290535129830028,0.9570946487016997,29037,323,2936,84373.42
F0800,Airbus A350,OSL,MAN,2221,3.01,37208,102,22,0.0,1.0,11311,286,7642,35699.64
F0801,Boeing 777,MXP,HEL,4189,4.66,32288,22,35,0.0,1.0,26918,147,10635,74922.56
F0802,Airbus A320,RTM,VLC,2916,4.84,32450,70,12,0.014616474548346747,0.9853835254516532,14135,346,557,38029.35
F0803,Boeing 787,NAP,SZG,4189,5.37,34579,90,21,0.07435396124426379,0.9256460387557363,27080,293,3759,81221.7
F0804,Boeing 737,BER,DUS,3278,3.77,40141,115,9,0.0709138680988151,0.9290861319011849,14744,268,8412,42273.67
F0805,Boeing 787,OPO,MUC,6981,10.75,39562,73,16,0.07802557254359627,0.9219744274564037,31744,214,7343,79669.39
F0806,Boeing 737,AGP,BLQ,572,0.81,38088,14,29,0.02220595633501479,0.9777940436649852,26574,68,5815,78105.75
F0807,Boeing 787,FAO,VIE,5491,8.64,37427,37,37,0.0,1.0,29017,258,1728,92778.77
F0808,Airbus A350,SZG,FRA,4388,5.25,33011,78,21,0.0533361603951549,0.9466638396048451,30539,203,11085,95278.42
F0809,Boeing 787,SZG,SZG,11685,13.3,31239,58,-11,0.0,1.0,33831,191,5475,91608.38
F0810,Boeing 737,HEL,VCE,7621,9.84,39454,100,-13,0.003496684369602288,0.9965033156303977,23391,276,6942,66361.05
F0811,Airbus A350,INN,BRU,1681,2.1,38479,84,9,0.09696793667373718,0.9030320633262628,19744,248,3061,51820.23
F0812,Boeing 787,EIN,MXP,10884,12.99,35090,66,27,0.006256252301370813,0.9937437476986292,24497,202,6519,75148.97
F0813,Airbus A320,CDG,ARN,3752,4.26,37705,58,32,0.034239029525035915,0.9657609704749641,27364,267,1198,71377.17
F0814,Airbus A350,HEL,RTM,6967,8.58,30054,21,27,0.007831683166742065,0.9921683168332579,14914,224,9302,43563.27
F0815,Airbus A350,BER,AGP,4377,5.2,35674,13,39,0.010554151960222302,0.9894458480397776,9829,217,7025,30164.68
F0816,Boeing 737,CPH,RTM,843,1.15,34576,41,-9,0.06392028957154954,0.9360797104284505,20127,88,11594,62161.06
F0817,Boeing 787,LHR,HEL,642,0.95,40839,68,30,0.042936394239734346,0.9570636057602656,11578,296,11360,29121.71
F0818,Boeing 737,TLS,OSL,1324,1.89,37842,1,27,0.029705716017609674,0.9702942839823904,33875,93,10120,93219.17
F0819,Boeing 737,DUS,BCN,10089,14.57,32672,44,7,0.07926345923940342,0.9207365407605965,7347,93,8905,21085.55
F0820,Boeing 787,ORY,NAP,4457,5.33,33985,55,-14,0.09089448270240139,0.9091055172975986,20047,244,4645,56656.07
F0821,Boeing 787,GVA,RTM,10916,13.15,34589,110,33,0.06921829899126263,0.9307817010087374,10038,325,701,28045.23
F0822,Boeing 787,INN,PMI,6803,8.09,39884,57,37,0.0,1.0,18989,150,8853,48148.2
F0823,Airbus A350,INN,BRU,11261,15.98,30806,60,-14,0.06056315259021248,0.9394368474097875,39535,186,9772,116493.94
F0824,Airbus A320,INN,NAP,9780,12.27,40805,34,19,0.04140021160698738,0.9585997883930126,8319,230,10430,23049.56
F0825,Airbus A320,MAD,BSL,4434,6.87,35587,54,-4,0.07437826939252726,0.9256217306074728,16704,328,10157,49193.6
F0826,Airbus A320,OSL,BRU,7427,11.94,40157,80,26,0.019235601157622507,0.9807643988423775,34967,306,6375,87513.03
F0827,Airbus A350,EIN,HEL,3599,4.91,31768,75,14,0.06978092412116214,0.9302190758788379,19055,234,2045,48343.56
F0828,Airbus A350,VCE,VIE,11987,13.56,30915,20,15,0.07115806879079331,0.9288419312092067,7536,146,6693,20198.24
F0829,Airbus A350,BSL,MUC,6809,8.62,38026,59,-7,0.028675954741186616,0.9713240452588134,12392,211,6218,31542.41
F0830,Boeing 787,FAO,ANR,4182,5.83,34164,65,-9,0.06805569542385946,0.9319443045761405,5777,336,10467,17044.62
F0831,Boeing 787,CPH,HAM,4752,6.28,38236,19,29,0.06678437691839155,0.9332156230816084,17858,317,2956,50206.97
F0832,Airbus A350,ANR,INN,9834,11.44,31367,47,18,0.0063399979117554905,0.9936600020882445,29548,58,9836,80463.71
F0833,Boeing 777,GVA,MAD,4049,4.99,40965,8,24,0.09077462164402869,0.9092253783559713,24455,62,11112,72331.71
F0834,Boeing 787,PMI,RTM,2068,3.29,40869,47,21,0.026905519580527962,0.973094480419472,15345,149,4949,42988.51
F0835,Airbus A350,OPO,NAP,7796,8.87,30564,34,8,0.047384834775050046,0.9526151652249499,8655,141,7812,26232.45
F0836,Boeing 787,HEL,NCE,10605,12.66,31909,38,-12,0.018130385686569838,0.9818696143134301,16321,94,1353,47042.05
F0837,Boeing 787,FCO,ARN,10722,14.42,35133,99,-11,0.06796319792529042,0.9320368020747096,12951,155,7240,38774.08
F0838,Airbus A320,EDI,BRU,3646,5.14,38850,13,23,0.0,1.0,9987,177,8684,26413.39
F0839,Boeing 777,BCN,FAO,7871,11.42,38101,35,-4,0.015618269460530843,0.9843817305394692,19292,200,2997,54720.85
F0840,Boeing 777,BER,DUS,2019,2.53,34598,72,7,0.043424659310658566,0.9565753406893415,27648,181,8354,77908.76
F0841,Boeing 787,VLC,VCE,3225,4.65,32725,99,35,0.06198930652059967,0.9380106934794004,9532,167,11501,28412.89
F0842,Airbus A350,PMI,BCN,10081,16.25,39302,36,35,0.03028244926525249,0.9697175507347475,10682,255,5102,29439.6
F0843,Boeing 777,ZRH,CDG,6421,10.05,33092,92,27,0.04649356035563669,0.9535064396443633,10368,343,10188,32145.13
F0844,Boeing 787,STN,MAD,3103,4.26,38883,118,32,0.03803014920358976,0.9619698507964103,27151,136,10535,70694.45
F0845,Boeing 777,NCE,STN,11874,13.59,31591,88,21,0.08432841112590217,0.9156715888740978,10750,80,8191,29427.12
F0846,Airbus A350,MXP,DUS,9041,12.86,31137,99,25,0.02747853867183843,0.9725214613281615,26184,177,7410,82266.68
F0847,Boeing 737,MAD,LIS,7019,10.99,35559,58,11,0.029278651989699513,0.9707213480103005,29899,309,2704,88546.25
F0848,Boeing 737,INN,CDG,5990,8.69,35529,84,12,0.026111663798866248,0.9738883362011338,30691,223,11805,81143.93
F0849,Boeing 777,AGP,OPO,2434,3.16,32073,74,4,0.04250640751798575,0.9574935924820143,34152,146,5606,97805.92
F0850,Boeing 737,CPH,ORY,8114,11.0,32433,43,24,0.0,1.0,14289,252,6897,40852.33
F0851,Boeing 787,STN,ANR,466,0.77,33205,115,2,0.09665394416147943,0.9033460558385206,13638,309,2392,35688.18
F0852,Boeing 787,CDG,ARN,11486,13.29,37465,22,-10,0.0,1.0,7876,91,7777,22965.02
F0853,Airbus A350,LYS,LGW,10160,13.06,36467,3,-12,0.05649471448820037,0.9435052855117996,22226,349,1184,58597.53
F0854,Airbus A350,OPO,EIN,6217,8.33,40312,80,8,0.02442662184593304,0.975573378154067,8951,347,5849,27184.07
F0855,Airbus A350,ARN,LIS,5585,7.88,38408,93,-8,0.05417481078860047,0.9458251892113996,32906,281,6061,93155.57
F0856,Boeing 787,AMS,MAD,10464,15.37,37293,101,17,0.07891517798030032,0.9210848220196997,29542,188,1300,85981.53
F0857,Boeing 787,HEL,LYS,10909,13.57,31175,29,20,0.03804214954727443,0.9619578504527255,22388,202,9736,65292.74
F0858,Boeing 787,HAM,BER,7525,8.83,31046,78,32,0.05990466367161073,0.9400953363283893,30458,193,2979,83401.33
F0859,Boeing 737,BCN,MXP,6969,9.67,39865,93,-14,0.0,1.0,30596,345,10085,86236.16
F0860,Boeing 777,BRU,OPO,2624,3.66,32267,21,39,0.06151937543777192,0.9384806245622281,6813,77,4134,19735.13
F0861,Airbus A350,MAD,AGP,11388,15.41,32011,22,-7,0.0,1.0,9255,67,3036,24767.5
F0862,Boeing 777,SZG,BLQ,11026,13.27,36766,6,1,0.0,1.0,33168,303,8255,100087.62
